pid,timestamp,latitude,longitude
P2,2020-04-27 10:42:22.162176000,40.993799036734714,-76.66941947921175
P2,2020-06-02 01:12:45.308505600,39.94690377509501,-78.92623365777291
P2,2020-05-08 23:47:33.718185600,41.23740271697669,-79.25231700539689
P2,2020-04-26 14:31:12.100310400,41.991389920209215,-77.4677687700441
P2,2020-03-31 15:53:27.777897600,41.492674141562716,-76.5429206661794
P2,2020-05-18 05:18:43.792934400,41.062303050049415,-78.17291446931546
P2,2020-04-03 15:26:52.501344000,40.02579757026375,-75.10579690888461
P2,2020-07-09 20:08:46.075228800,41.33963496450041,-76.73343643778325
P2,2020-07-25 05:22:18.976540800,41.25456930812145,-77.85487454183601
P2,2020-03-23 01:21:20.306505600,39.90801368737011,-78.34335364993217
P2,2020-06-18 10:17:59.264160000,41.5430584640581,-78.61252091117022
P2,2020-04-23 04:24:15.508252800,40.94117649995911,-76.49022660938778
P2,2020-05-01 13:28:36.716793600,40.73690892723982,-78.08785265426206
P2,2020-07-17 01:51:51.603408000,41.534011781923226,-80.17177156864737
P2,2020-01-16 04:50:28.301625600,40.70545229105944,-78.31075659568263
P2,2020-01-19 15:29:45.899750400,40.85825780611134,-76.44102526847381
P2,2020-01-05 07:50:30.081292799,40.19958345388241,-79.49629548250574
P2,2020-06-27 04:20:07.896220800,40.50690157891414,-79.5350153411888
P2,2020-06-15 12:36:47.062339200,41.660172592437654,-77.57646744386989
P2,2020-07-05 04:22:56.616240000,40.21118824763877,-77.57494827096724
P2,2020-07-28 10:11:01.700563200,40.718040333987354,-77.01079472796773
P2,2020-06-20 00:28:42.188908800,41.97587591626966,-75.82812513257215
P2,2020-04-08 18:09:28.816300800,40.32051958575214,-76.5154957132665
P2,2020-06-16 00:47:52.257840000,41.817031132465424,-77.1393706912733
P2,2020-01-26 07:27:26.824550400,41.82047442917239,-76.52656139586378
P2,2020-05-16 22:38:03.715929600,40.00085195284704,-78.72372597380752
P2,2020-01-31 16:15:44.942918400,40.82003599474813,-78.51016239407727
P2,2020-07-21 03:49:10.408713600,40.90487593771013,-79.24455223016574
P2,2020-04-21 16:12:46.729872000,40.490071690114675,-78.88457274486144
P2,2020-03-29 17:42:13.405651200,39.90414698192302,-77.02963131880031
P2,2020-02-26 14:45:27.445536000,40.33170840193987,-79.99342283030208
P2,2020-06-14 16:27:51.224169599,40.01016521142179,-78.1146435502626
P2,2020-04-07 14:47:17.182521600,40.324149792567304,-78.13025480168696
P2,2020-05-01 15:28:36.341011200,41.57714038983834,-77.78473196292332
P2,2020-01-05 00:30:15.894115200,41.768952233349225,-78.15793340337295
P2,2020-05-12 04:10:33.286713600,39.89509036257522,-78.78256327365145
P2,2020-05-10 23:43:25.074883200,40.46428303977798,-78.15506781170455
P2,2020-05-12 00:34:22.828598400,41.95728083690743,-75.58635960285577
P2,2020-07-20 23:05:24.472492800,40.986910609618214,-75.30711989987866
P2,2020-05-25 21:49:44.602291200,41.177880595761685,-77.73989828263615
P2,2020-03-17 22:25:57.278467200,39.81219989849519,-77.06825876514338
P2,2020-04-03 12:35:46.012963200,40.86680077557363,-79.86409882706387
P2,2020-05-29 07:02:01.760179200,41.97432277616925,-78.75492984998823
P2,2020-01-13 21:19:04.880265600,40.62540816046216,-78.21845583425502
P2,2020-05-22 16:30:49.861872000,40.01348394900549,-75.73529963164148
P2,2020-05-23 12:23:45.954067200,40.816199275450586,-79.12249549031921
P2,2020-02-15 00:31:29.401248000,41.91860982518297,-77.84331154655513
P2,2020-01-28 14:09:55.673107200,40.55202734984304,-75.07942117914112
P2,2020-03-08 12:02:24.037267200,41.55763001307303,-77.64283184407105
P2,2020-03-18 20:01:06.670444800,41.55746192866874,-77.12908010830368
P2,2020-05-02 00:31:50.206281600,40.25814625282566,-79.83654233705322
P2,2020-04-03 20:39:26.543318400,40.77540894396267,-75.95512559721242
P2,2020-07-30 12:17:16.916208000,41.37432280533947,-77.1831692937399
P2,2020-01-22 20:06:07.732800000,40.70314352791064,-77.50212596443444
P2,2020-02-14 16:47:27.669465600,40.220215301814925,-78.6147989142413
P2,2020-02-04 12:29:08.461852800,41.92848747497412,-78.82733566035049
P2,2020-05-19 18:21:51.694560000,41.23165080624784,-78.20637783936414
P2,2020-02-24 04:54:20.414361600,41.70401167335038,-76.75284578813962
P2,2020-04-09 18:58:19.665782399,39.85553318715921,-75.68498737012654
P2,2020-02-22 07:22:11.425843200,40.387192792540496,-77.69267714387094
P2,2020-02-04 00:28:04.013759999,40.90455642071883,-76.8187741937075
P2,2020-01-24 14:53:12.210057600,39.948386997286114,-77.27734896090783
P2,2020-05-20 10:54:31.577414400,41.98467317440854,-77.0630307384742
P2,2020-01-30 13:42:27.497289600,40.32021727163566,-76.78921021956697
P2,2020-02-12 01:38:49.234560000,40.62344280115998,-75.86711659308858
P2,2020-03-19 21:46:20.915414400,40.27082621279836,-80.04242756417159
P2,2020-06-24 16:37:16.422556800,40.031980905431986,-76.29974437206164
P2,2020-01-21 18:42:43.748928000,40.31145552832932,-79.15983494004719
P2,2020-06-28 07:41:06.161712000,40.46134229810705,-79.43177371681676
P2,2020-01-21 13:33:41.122569600,41.19577298937877,-77.3514867337969
P2,2020-07-27 23:05:44.924323200,40.418716519196394,-79.97358115863187
P2,2020-04-10 06:59:33.258019200,40.597008874148464,-75.63070245548673
P2,2020-07-28 00:38:41.816227200,39.81307425619176,-77.05013065371803
P2,2020-05-09 10:29:11.721840000,40.6045820770402,-76.52121002995526
P2,2020-06-07 04:51:27.877622400,40.97454915973625,-80.4112893631774
P2,2020-01-09 09:16:06.603628800,40.156434841511164,-77.23062466305227
P2,2020-03-01 12:29:47.615222400,41.114352838392826,-77.43768144183142
P2,2020-01-26 17:19:46.338240000,40.44493543097979,-79.62572195720402
P2,2020-03-04 08:58:33.796128000,41.1905110885638,-79.65811216681375
P2,2020-01-26 09:47:08.032358400,39.85763253155185,-76.67458759175999
P2,2020-03-09 01:09:41.793696000,41.75270561302911,-78.74678465489968
P2,2020-03-29 15:39:17.063366400,39.83546098693142,-76.694163374575
P2,2020-01-14 17:27:41.548521600,40.079307668279114,-77.45089212655225
P2,2020-05-28 04:32:12.498288000,41.509757415455326,-78.3607718423227
P2,2020-05-01 06:03:54.247680000,39.900969510844774,-75.41177130712308
P2,2020-02-26 19:02:25.531670400,41.364197125910124,-75.87081501698006
P2,2020-04-21 23:24:07.209388800,41.93630150912228,-78.53431338324253
P2,2020-01-21 02:28:42.467692800,41.71770245291307,-80.26024694910528
P2,2020-05-03 06:03:40.324233600,41.36235563290553,-78.82377559623896
P2,2020-07-17 20:51:54.974678400,41.90872143464767,-78.3099787494511
P2,2020-03-09 04:10:12.503280000,40.74558934335048,-76.62272643251751
P2,2020-05-22 19:49:10.961356800,41.720333611507975,-75.0255283488129
P2,2020-01-29 04:54:49.756752000,40.58310686954195,-78.54246823855397
P2,2020-06-02 07:03:23.473238400,41.845480036388466,-76.30598702418011
P2,2020-03-02 22:23:22.896182400,40.12731084373262,-77.23752695890778
P2,2020-02-09 04:52:15.007008000,41.8680638328422,-76.69564010714903
P2,2020-05-05 12:19:49.559433599,41.631975634023064,-79.66879901208556
P2,2020-01-05 07:16:20.485977600,41.66132064403222,-78.30618039000613
P2,2020-06-26 09:26:09.564259200,40.07263062183267,-79.17529256252007
P2,2020-01-02 00:06:57.476592000,41.11227117635182,-78.61099192273421
